pt,charge,rp,phi,eta,calo_energy,Particle_Type,pos,pos_1,dir_1,pos_2,dir_2,detid,front_1,front_2,front_3,front_4,back_1,back_2,back_3,back_4,Error,et,theta,px,py,pz,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,dir,Name,Index,WasRun,Accept,Objects,path,slot,moduleLabel,moduleType,VID,KEY,id,mass
,,,,,,Extras,,"[0.000932662, 0.000802322, -0.0310992]","[-0.653852, 0.974641, -1.27833]","[-1.21424, 0.389626, -1.53165]","[-1.05513, -0.409151, -1.23892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000630689, 0.000575051, 0.076848]","[-0.816336, 1.00387, -4.47741]","[-0.242062, 0.86114, -3.16813]","[0.149356, 1.18021, -4.25184]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000716717, 0.00066076, -0.0309395]","[-0.959841, 1.1285, -1.83288]","[-0.241521, 1.25214, -1.66896]","[0.459733, 1.3647, -1.76705]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000778451, 0.000723504, -0.0654511]","[-0.565254, 0.61903, 0.987065]","[0.43723, 1.19792, 1.8118]","[0.77512, 0.087364, 0.947543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000727878, 0.000670643, -0.0212611]","[-0.536295, 0.58735, 0.372816]","[-1.17953, -0.484661, 0.763758]","[0.0523345, -0.7554, 0.356971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000708825, 0.000656345, -0.0310088]","[-1.90831, 1.78675, -3.43633]","[-1.13537, 0.580637, -1.72222]","[-2.52974, 0.490573, -3.36588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000644675, 0.000582735, -0.109277]","[-1.56702, 1.06359, 5.29422]","[-0.67346, 0.934991, 3.16813]","[-0.506836, 1.73774, 5.05654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000698359, 0.000620955, 0.076646]","[-5.00316, 3.15441, 4.11889]","[-0.986321, 0.808314, 0.965885]","[-4.05953, 4.25605, 4.08977]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00074166, 0.000691473, 0.0765808]","[-2.47657, 1.50646, 2.29578]","[-0.885477, 0.917677, 1.0981]","[-1.40379, 2.49283, 2.26712]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000710625, 0.000640377, 0.0765348]","[-0.704981, 0.481519, 0.836791]","[-1.14194, -0.567579, 1.60078]","[-0.0227569, -0.803457, 0.79419]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000725897, 0.000704743, -0.0653476]","[-0.982643, 0.532423, 1.44965]","[-0.4386, 1.19742, 1.73127]","[0.397457, 1.00138, 1.38871]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000703408, 0.000628093, 0.0766121]","[-18.7617, 10.9339, 17.582]","[-1.1223, 0.605505, 1.10955]","[-19.4185, 9.63625, 17.5514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000742302, 0.000743878, 0.0764873]","[-1.11802, 0.344999, 0.807689]","[-1.18391, -0.473849, 1.03157]","[-0.543985, -0.99463, 0.786563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000685592, 0.000512693, 0.0764847]","[-1.01479, 0.196283, -1.52697]","[-1.05033, -0.723186, -1.98173]","[-0.192594, -0.986782, -1.46794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000708338, 0.000742567, -0.0212046]","[-0.736043, 0.0672805, -1.0327]","[-0.00465209, 1.27521, -2.67367]","[0.689051, 0.0582773, -0.995196]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000692627, 0.000556223, 0.00146818]","[-1.03702, 0.109935, 3.40437]","[-0.739181, 0.554714, 3.16813]","[-0.38436, 0.892868, 3.18962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000702286, 0.000559985, 0.00180027]","[-0.798139, -0.00335112, -2.02821]","[-0.700776, 0.841831, -3.16813]","[0.12937, 0.6989, -1.8341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000718349, 0.000545309, 0.000120395]","[-1.07857, -0.182687, 4.73592]","[-0.694536, 0.149159, 3.16813]","[-0.864162, 0.568138, 4.52097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00108515, 0.00070277, -0.0221625]","[0.155852, -1.03749, -3.62579]","[-0.289208, -0.817634, -3.16813]","[-0.712877, -0.663125, -3.41685]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0011173, 0.000727875, -0.0347958]","[0.164513, -0.836951, -2.58493]","[-0.466681, -0.841287, -3.16813]","[-0.723774, -0.289874, -2.3564]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000878223, 0.000661563, -0.0347096]","[-0.121299, 1.33713, -6.90734]","[0.101276, 0.595134, -3.16813]","[0.525107, 1.18748, -6.69434]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000653273, 0.000640937, -0.031339]","[-0.111152, 1.18686, -4.67013]","[-0.353315, 0.698231, -3.16813]","[-0.841877, 0.74561, -4.40787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000788374, 0.000709938, -0.0348553]","[-1.71119, 2.39431, -15.1601]","[-0.291737, 0.530991, -3.16813]","[-1.10344, 2.66428, -14.9069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000674157, 0.000612434, 0.000307769]","[1.55458, -1.37951, 2.81385]","[1.19011, -0.458078, 1.76566]","[2.04305, -0.0225397, 2.77275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000655663, 0.000614377, 0.00137348]","[0.535954, -0.850384, 5.01697]","[0.494497, -0.376607, 3.16813]","[0.917464, -0.290426, 4.81696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000681671, 0.000576998, -0.00198086]","[2.35647, -0.701464, 7.68826]","[0.869026, -0.498152, 3.16813]","[1.74731, -1.61674, 7.48385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000709459, 0.000604271, 0.0766457]","[3.04355, -0.0609646, -0.778133]","[1.24383, 0.281216, -0.248438]","[2.6999, 1.35588, -0.761129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00066925, 0.00064385, 0.0774251]","[0.0848316, 0.830455, -2.52427]","[0.729533, 0.661065, -3.16813]","[0.759234, 0.0133178, -2.3156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000582933, 0.000643343, 0.0765674]","[0.0400024, 1.3972, -1.23588]","[0.696284, 1.06836, -1.1031]","[1.24312, 0.588852, -1.21142]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000708822, 0.000709449, 0.0765738]","[-1.12865, -0.0216042, -1.29049]","[-0.979064, 0.817085, -1.52641]","[-0.165852, 1.06843, -1.25212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000822251, 0.000572544, 0.0767567]","[0.556225, 0.928835, -1.47814]","[-0.28243, 1.24355, -1.88224]","[-0.846489, 0.546283, -1.41749]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000738641, 0.000419393, 0.0765645]","[2.49176, 0.322307, -2.52187]","[1.25779, -0.210141, -1.22023]","[2.22392, -1.10053, -2.48941]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000695801, 0.000618645, 0.0765766]","[17.576, -11.9939, 42.5822]","[1.02896, -0.753293, 2.62848]","[16.6757, -13.0988, 42.4333]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000709733, 0.000638899, 0.0774254]","[4.08431, -2.85493, 9.91401]","[1.14026, -0.570974, 2.62426]","[4.68285, -1.56494, 9.83273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000823188, 0.000605636, 0.076419]","[0.314403, 1.04182, 3.83763]","[-0.142483, 0.844449, 3.16813]","[-0.593275, 0.844844, 3.61614]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000662546, 0.000720835, -0.0311267]","[0.947967, 0.447616, 0.131143]","[1.20447, -0.418873, 0.140522]","[0.452908, -0.924561, 0.123643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000995494, 0.000857461, -0.0338868]","[0.591549, -0.829159, 1.76434]","[1.26015, -0.195473, 2.42975]","[0.793674, 0.58701, 1.7291]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000637125, 0.000663034, -0.0344804]","[0.300953, 1.03072, 1.62354]","[-0.569645, 1.14092, 2.07864]","[-0.976399, 0.368166, 1.58165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000674572, 0.000649615, -0.0343033]","[0.450277, 2.42851, 2.16205]","[-0.147981, 1.2666, 1.09837]","[-0.990271, 2.23216, 2.13852]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000621562, 0.000659793, -0.0343903]","[0.523667, 2.75533, 2.33642]","[-0.0948577, 1.27169, 1.04147]","[-0.923332, 2.61206, 2.3138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000770336, 0.00057648, -0.0214278]","[-1.22027, -1.27048, -1.70925]","[-1.18646, -0.467449, -1.29457]","[-1.72433, 0.0939274, -1.67008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000750201, 0.000508155, -0.109198]","[-1.54073, -0.661885, 3.29842]","[-1.27388, 0.0585949, 2.49734]","[-1.42869, 0.770619, 3.21492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000695013, 0.000666029, -0.0657294]","[1.72207, -0.047445, 2.32619]","[1.13966, -0.572167, 1.70236]","[1.02688, -1.31755, 2.23488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000710331, 0.000619274, -0.00244729]","[0.948173, 0.344901, -0.684193]","[1.14228, -0.5669, -0.957926]","[0.288391, -0.941794, -0.659181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00277142, -0.00141179, -0.00468676]","[0.637266, 0.641451, 2.17198]","[1.17821, -0.0552488, 3.16813]","[0.518952, -0.613351, 1.96042]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00139911, 0.00107293, 0.000759627]","[-0.471059, 0.764902, -0.191748]","[-1.27317, 0.0723365, -0.319756]","[-0.532526, -0.69456, -0.187759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.0005074, -0.00126347, -0.0208518]","[-1.13492, 0.717817, -0.121893]","[-0.525693, 1.16183, -0.140211]","[0.205618, 1.31083, -0.117163]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000869559, 0.00123475, 0.0763876]","[-1.04406, 0.279709, 0.0876682]","[-0.676397, 1.08105, 0.199498]","[0.205423, 1.03462, 0.0942966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000698601, 0.000638239, -0.0131471]","[1.00704, -0.282581, -0.0428666]","[1.11541, 0.618101, -0.0730727]","[0.280507, 0.982031, -0.043732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00174823, 0.00047246, 0.0781814]","[0.143869, 0.89524, -2.59917]","[-0.532448, 0.888829, -3.16813]","[-0.787671, 0.282712, -2.44513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00125561, -0.000144903, 0.079974]","[-1.32297, -0.920321, 7.9846]","[-0.418288, -0.45409, 3.16813]","[-0.80203, -1.35303, 7.80732]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000695759, 0.000843351, -0.0126948]","[1.7588, 0.0408799, -9.95473]","[0.549691, -0.0866688, -3.16813]","[1.62966, -0.557083, -9.72781]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00065916, 0.000679417, -0.0217477]","[1.22749, 1.42012, -10.5241]","[0.291215, 0.480077, -3.16813]","[0.692392, 1.71927, -10.3542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000634008, 0.000788667, 0.0680351]","[-0.82939, -0.419871, -0.782661]","[-0.224914, -1.25523, -1.18356]","[0.61131, -0.651902, -0.759664]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000741103, 0.000617901, 0.0957281]","[-0.512374, -0.709634, 0.556452]","[0.479023, -1.18183, 1.07104]","[0.830825, -0.138384, 0.54228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000737246, 0.000285653, 0.067712]","[1.22707, 0.0971376, -0.0291386]","[1.08036, -0.677505, 0.0441907]","[0.430968, -1.12603, -0.0186969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000375667, 0.000639282, 0.0846347]","[-0.000133933, 0.84261, -1.2291]","[-1.11124, 0.625562, -2.19191]","[-0.687485, -0.420974, -1.19966]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0088931, -0.0048128, -0.00762873]","[-0.560568, -0.841665, 0.37937]","[0.27635, -1.24492, 0.527241]","[0.847852, -0.516261, 0.376627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.00569605, -0.00029689, 0.0866203]","[0.202517, -1.38532, 1.27314]","[-0.50489, -1.17102, 1.30166]","[-1.1164, -0.789718, 1.24188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0156521, 0.0237755, -0.1328]","[0.655703, -0.424333, -0.387412]","[-0.444078, -1.1954, -1.03984]","[-0.724941, 0.122184, -0.37189]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00218767, 0.00312504, 0.0766574]","[-1.10648, 0.657796, 0.896446]","[-0.529698, 1.16001, 1.02597]","[0.233338, 1.22313, 0.874516]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.00723475, -0.0109664, 0.101364]","[-3.17338, 2.17339, 2.8552]","[-1.17482, 0.495983, 1.05209]","[-3.72609, 0.829986, 2.83449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0027469, 0.00558039, -0.0209853]","[-0.89852, 0.372729, -0.284729]","[-1.13842, -0.574619, -0.454209]","[-0.206638, -0.91674, -0.2821]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000371763, 0.00068649, 0.094556]","[0.113001, 0.804524, 1.99938]","[-0.722913, 0.814198, 3.16813]","[-0.712699, -0.0155551, 1.80402]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.00718847, -0.0207776, -0.0902674]","[-0.883566, -0.267726, -2.23985]","[-0.978466, 0.523133, -3.16813]","[-0.197738, 0.753505, -1.94002]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000540417, -0.00109304, -0.0299344]","[1.48656, -0.134977, -4.1389]","[0.960648, -0.550884, -3.16813]","[0.834785, -1.14251, -3.90341]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.000463195, 0.00732809, -0.0424965]","[-1.06913, -0.185523, -1.54074]","[-0.781728, -1.00752, -2.05163]","[0.0990788, -1.02398, -1.48242]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.00333707, 0.00184926, -0.0188941]","[0.308386, 1.03264, 1.59474]","[-0.55715, 1.14707, 2.0551]","[-0.963001, 0.383026, 1.55412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000990685, -0.000695875, -0.00767927]","[-1.00157, -0.216565, -0.931304]","[-1.06533, 0.700897, -1.30223]","[-0.184153, 0.975883, -0.907457]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0302274, -0.0285558, 0.0387053]","[0.590457, 0.596631, 2.33406]","[1.04465, -0.00350798, 3.16813]","[0.564667, -0.498266, 2.13448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.0180394, 0.00825318, -0.0618018]","[-0.820729, -2.02382, 7.54485]","[-0.150945, -0.908856, 3.16813]","[0.189765, -2.12345, 7.36297]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0207381, 0.011675, -0.0503524]","[1.00771, -1.83187, -4.31089]","[0.202854, -1.25898, -2.75655]","[-0.424257, -1.99895, -4.22984]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.204198, -0.0428915, -0.293415]","[0.200351, -0.943508, -2.17096]","[-0.751729, -1.03009, -3.06429]","[-0.845501, -0.317024, -2.04957]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[-0.00343251, -0.00377981, 0.0507579]","[0.797923, -0.74737, -2.997]","[0.226081, -1.08302, -3.16813]","[-0.384952, -0.932078, -2.78101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.0183228, -0.00126133, 0.0853836]","[0.103976, 0.96648, -2.79548]","[-0.526081, 0.897977, -3.16813]","[-0.831556, 0.336545, -2.61223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000689055, 0.000625204, 0.076688]","[-5.06105, 3.19078, 4.16336]","[-1.05182, 0.854371, 1.00949]","[-0.622462, 0.505612, 0.597409]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000739931, 0.000699775, 0.0762656]","[40.7092, -27.8248, 98.7622]","[1.1081, -0.775326, 2.77875]","[0.358563, -0.250884, 0.899161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000644675, 0.000582735, -0.109277]","[-1.56702, 1.06359, 5.29422]","[-0.67346, 0.934991, 3.16813]","[-0.506836, 1.73774, 5.05654]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Extras,,"[0.000692627, 0.000556223, 0.00146818]","[-1.03702, 0.109935, 3.40437]","[-0.739181, 0.554714, 3.16813]","[-0.38436, 0.892868, 3.18962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
